y_true,y_pred,error_type,text_char_len,text_word_len,missing_text_fields,missing_cat_fields,title,company_profile,description,requirements,benefits,employment_type,required_experience,required_education,industry,function
1,0,FN,1876,247,1,1,Entry Level Medical Transcriptionist,,"We need a Medical Transcriptionist who will transcribe reports recorded by physicians and other healthcare practitioners. The types of documents include items such as, letters, chart notes and reports. You will work from home via a virtual project management site. You will be transcribing audio recordings into printed reports. These recordings, dictated by physicians or other healthcare professionals, become part of permanent written records by way of your transcription services. Additional responsibilities of the role include: Transcribing dictation for a variety of reports, including:Patient historiesPhysical examinationsEmergency room visitsOperationsChart reviewsConsultationsDischarge summariesTranslating medical jargon and abbreviations into their expanded formsEnsuring the accuracy of patient and health care facility recordsEditing as necessary and returning reports in electronic form for reviewCompleting work on time, within a 24 hour time frame","Transcribing dictation for a variety of reports, including:Patient historiesPhysical examinationsEmergency room visitsOperationsChart reviewsConsultationsDischarge summariesTranslating medical jargon and abbreviations into their expanded formsEnsuring the accuracy of patient and health care facility recordsEditing as necessary and returning reports in electronic form for reviewCompleting work on time, within a 24 hour time frame",Other benefits of the Transcriber position include: Work at home and at your own paceYou make your own scheduleAbility to work day or night depending on your preferenceHigh demand in several industries for transcribersAbility to spend more time with your familyAvoid expenses such as daycareSave money on gas and business office attireLess wear and tear on your vehicle lowers your auto insuranceFlexibility and freedom to manage yourself!,Full-time,Entry level,High School or equivalent,Medical Practice,Unknown
1,0,FN,568,89,2,0,Intern Development Assistant,,We Are Looking for college interns with the passion to be in the entertainment industry. Industry Mogul Alander Pulliam has put together a youth and motivated program for college students throughout the Los Angeles market. To help college students enrich there knowledge and there experience.,"You will be working alongside of the Producers and writers, helping and developing shows to put onto the programming for the network, you are required to have a high school diploma, preferabbly a Bachelors Degree, at least one year of experience.",,Other,Internship,High School or equivalent,Entertainment,Business Development
1,0,FN,3667,490,0,0,Human Resource Director,"As the industry’s largest supply contracting company, Novation serves the purchasing needs of more than 65,000 VHA, UHC and Provista member organizations and their affilliates. Novation delivers unmatched supply savings and value through its sourcing services, as well as information and data services. Through its affiliation with VHA, UHC and Provista, Novation represents the largest purchasing volume in the industry more than $40 billion in annual purchases.To help our alliance members meet the needs of their communities, our mission is to deliver to them unmatched savings and value. One of the ways we deliver on our mission is by facilitating the introduction of products and services that are designed to help members drive sustainable results, improve quality and reduce costs.","HR responsibilities for assigned client groups in the traditional ares of human resources (ie., employee relations, HRIS, LMS, training, employee development, performance management, etc.) Develops and builds strong relationships with company leadership, management and employees and work at a both tactical and strategic level to develop, implement and manage human resources policies &amp; procedures at work. RESPONSIBILITIES1.     Manages individual employee relations cases and investigations as needed, from incident reporting through final disposition. Ensures that all cases are properly documented and responsible for issuing complete  reports and recommendations to senior management2.     Acts as Human Resources Business Partner and primary HR contact for business unit3.     Primary point of contact for HR-related Alertline issues4.     Develops, implements, and reviews on an ongoing basis HR systems/processes/policies; makes recommendations for improvements to  HR systems/processes/policies.5.     Provide HR input into cross-functional Company initiatives and process/policy development, implementation, and application6.     Consults with managers on performance management, including annual reviews, warnings, and performance improvement #URL_b23ad1cf3ed66a68b1c25a6e73a6fab7a2e63abc108bb9a8cddf1430a715ebe3# with management regarding termination decisions and ensures that all proper corrective action procedures are implemented where appropriate7.     Ensures consistency in the application and enforcement of policies and procedures and compliance with applicable employment laws and regulations.8.     Leads and supports HR Department projects and initiatives. 9.     Provides relevant HR training to managers and employees10.   Presents material as part of the New Hire Orientation. Also serves as a facilitator for New Leader On-Boarding11.   Supervises HRIS and LMS functions and provides strategic guidance regarding HR systems implementation and maintenance."," Minimum of 6 Months corporate Human Resources experience2.     Previous experience in the Pharmaceutical,Dental  or Medical Device Industry is strongly preferred.3.     In-depth experience with HR systems (HRIS, ATS, and LMS) strongly preferred. 4.     Must possess a strong ability to cultivate a “team” atmosphere throughout the organization; minimum of 3 years of experience effectively managing and developing direct reports5.     Experience with all varieties of HR issues with both a strategic and a tactical, hands-on approach6.     Able to effectively work with colleagues and provide expertise with HR issues at all levels  of the organization7.     Able to operate independently, understanding when to escalate issues8.     Must possess excellent verbal, written and oral communication skills. 9.  Strong cross-functional interaction and collaboration with internal partners, e.g. Finance, IT, and Compliance, etc.",ALL BENEFITS,Full-time,Director,High School or equivalent,Human Resources,Human Resources
1,0,FN,2286,333,0,0,Mortgage Customer Service Coordinator (Call Center),"The Accion  story began more than 100 years ago in the Austin,Tx with one family owned establishment. Today, Accion  has grown into a nationwide Organazation with over 260 stores. Accion success is attributed to our unique niche in the market offering current   finance option at competitive prices paired with customer service and a personal shopping experience. Join the Accion story today!","Answer approximately 75 incoming customer calls received thru ACD system daily.  - Provide customers with information requested through verbal or written correspondence and maintain accurate records (i.e. balance statements, documents copies, and account history).  - Direct calls or correspondence to proper departments in event information is not available or requires research  - Take mortgage payments over the phone, respond to inquiries regarding hazard and flood insurance issues and disbursements, respond to inquiries regarding tax issues and disbursements.  - Review and explain escrow disclosure statements (i.e. account shortages and overages).  - Discuss and respond to inquiries regarding loan types and terms (i.e. VA, FHA, Conventional, ARM).  - Maintain and process request for addition/changes/deletion of customer names from account record by ensuring that proper documentation is received and investor guidelines are met  - Respond to the needs of customers who are not satisfied with assistance provided by Customer Service Representative.  - Assist overflow with difficult calls.  - Other duties as assigned.","Basic Qualifications - A Bachelor’s degree, WITH DEGREE AND NO EXPERIENCE IS OK ,  - Proficient with Microsoft Office Preferred Qualifications -  - At least 6 months of mortgage or financial services customer service experience  - At least 6 months of experience working in a high volume and fast paced customer service environment At this time, ACCION will not sponsor a new applicant for employment authorization for this position.  No agencies please.  ACCION is an equal opportunity employer committed to diversity in the workplace. ACCION promotes a drug-free workplace.  Job   Mortgage    Primary Location  United States-Texas-DALLAS-DFW-DALLAS,TX  ( DOWNTOWN DALLAS)          Schedule   Full-time    Travel   No    Job Posting ",ALL FULLTIME BENEFITS,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Customer Service
1,0,FN,1051,147,2,1,Business Development Manager,,"We are currently looking for a client-focused and results-driven Business Development Manager to join our team.Working with market leading products and backed by a strong training and development team, this role focuses on developing you and your team with a suite of products in the education sector. A high level of understanding of current social marketing trends will be important in ensuring you stand out from your peers.This is a challenging role suited to a well-connected and experienced sales professional with a proven track record of instigating growth, develop and achieving targets.This role involves:Opening doors in niche marketsAchieving sales targetsPromoting your unique proposition   To be considered for this attractive opportunity, apply now.","The successful candidate will:Be an enthusiastic, energetic and a      motivated self-starterBe experienced in solution sellingBe able to generate new sales leadsHave excellent communication,      interpersonal and presentation skillsBe experienced in working with team",,Full-time,Unknown,High School or equivalent,Wholesale,Sales
1,0,FN,3895,487,2,0,Customer Service Representative to Enroll People in NO COST Cell Phone Program ,"Join the Your Phone Connect team and earn money while helping your community. The Your Phone Connect network makes no cost cell phones available to low-income families and individuals in Arkansas, Maryland, Missouri and Oklahoma. The service is at no cost and there is nothing the consumer has to purchase upfront. You are NOT a sales person because you are NOT selling anything. These cell phones are apart of a government program that assists those who are low income and in need because NO ONE should be cut off from communication. Get Started today: #URL_c4383cd9ad85a157e25285e45768285f35c3552f6c0b781eff89a8f77d5aa838#","   Normal  0      false  false  false                     MicrosoftInternetExplorer4    /* Style Definitions */ #URL_22932ad710cc8bab5012d10e1dc768a71064c391fef21e0fceddb0e7a66f97b6#{mso-style-name:""Table Normal"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-noshow:yes;mso-style-parent:"""";mso-padding-alt:0in 5.4pt 0in 5.4pt;mso-para-margin:0in;mso-para-margin-bottom:.0001pt;mso-pagination:widow-orphan;font-size:10.0pt;font-family:""Times New Roman"";mso-ansi-language:#0400;mso-fareast-language:#0400;mso-bidi-language:#0400;}   Normal  0      false  false  false                     MicrosoftInternetExplorer4   st1\:*{behavior:url(#ieooui) } /* Style Definitions */ #URL_22932ad710cc8bab5012d10e1dc768a71064c391fef21e0fceddb0e7a66f97b6#{mso-style-name:""Table Normal"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-noshow:yes;mso-style-parent:"""";mso-padding-alt:0in 5.4pt 0in 5.4pt;mso-para-margin:0in;mso-para-margin-bottom:.0001pt;mso-pagination:widow-orphan;font-size:10.0pt;font-family:""Times New Roman"";mso-ansi-language:#0400;mso-fareast-language:#0400;mso-bidi-language:#0400;}Get PAID to Enroll People in NO COST Cell Phone Program - GREAT PAY (#URL_b44e4a519ab16b17811548569d2d9ccc667298db09d8a524b06126a306c0906f#) Your Phone Connect is a Lifeline cell phone service affiliate, hiring go getters that are interested in becoming an authorized agent and earn money enrolling low income households to receive NO COST wireless phones and service. The service is at no cost and there is nothing the consumer has to purchase upfront. You are NOT a sales person because you are NOT selling anything. These cell phones are a part of a government program that assists those who are low income and in need because NO ONE should be cut off from communication. Your customers only need to fill out a short online enrollment process. Then they upload a copy of their ID and proof of eligibility, and that completes the online application. The process is that simple! This is a lucrative opportunity for the phone agents because often the demand is so high for these cell phones that the lines to receive them wrap around corners.Responsibilities: • We are looking for people with great people skills as you will be dealing with clients directly. You can set your own schedule, but must be able to work a minimum of 25 hours per week. You also must have reliable transportation. You will be taking applications from potential clients and then imputing the information into the company database via online. You must be computer literate.Requirements: • MUST Work a minimum of 25 hours per week • MUST have a tablet, iPad, high resolution camera phone or a laptop with webcam to perform this job (mobile WiFi or ability to tether tablet, iPad, or laptop to phone is also needed). • MUST have reliable transportation. • MUST be at least 18 years of age • MUST be dedicated, self motivated, resourceful and dependable.Bonus Points: • Set Your Own Hours • Opportunity for Performance BonusesHow to Apply: For More Details and To complete your online submission you must go to: #URL_c4383cd9ad85a157e25285e45768285f35c3552f6c0b781eff89a8f77d5aa838# ***This is a Commission based position with the opportunity for performance bonuses.",,,Contract,Not Applicable,Unspecified,Telecommunications,Customer Service
1,0,FN,3806,545,0,0,Hotel Workers Needed,"Hotel Verta, a luxury boutique hotel located on the River Thames, is the smart choice for an truly memorable London stay. Offering all the facilities you would expect from a deluxe Central London hotel, but located just outside the hustle and bustle of the city centre means we can offer so much more for so much less. Relax in our exceptionally spacious rooms, indulge in our award winning Spa, or just simply unwind with a glass of wine on our terrace and watch the sun set over the River Thames. If you are looking for a meeting venue or somewhere to hold a special event, our event spaces with floor to ceiling windows maximise natural light and offer stunning views of the River Thames, a rarity in London.Easily accessible, located just outside the congestion zone with ample onsite parking , and with complimentary shuttle services to Sloane Square and Clapham Junction Station with trains every few minutes take you to the heart of London in under 10 minutes, Hotel Verta is the hidden gem that enables you to save on rate without compromising on luxury on your stay in London.","Ref: HOVER-ORC-B55UK07-14Hotel Verta, a luxury boutique hotel located on the River Thames, is the smart choice for an truly memorable London stay. Offering all the facilities you would expect from a deluxe Central London hotel, but located just outside the hustle and bustle of the city centre means we can offer so much more for so much less.Easily accessible, located just outside the congestion zone with ample onsite parking, and Hotel Verta is the hidden gem that enables you to save on rate without compromising on luxury on your stay in London.As part of our expansion activities, we welcome applications from suitably qualified candidates for a possible job placement here at the Hotel Verta. We currently seek candidates with initiatives who takes pride in their work and with prior experience. Opportunities exist across all areas of the hotel.Reception Manager, Restaurant &amp; Bar Manager, Entertainment Manager, Operations Manager, Sales/Marketing Manager, Account &amp; Finance Manager, Food &amp; Catering Manager, Casino Manager, Business Analyst, Human Resources Assistant, Guest Relations (Host), Secretary, Office Assistant, Receptionist, Front Desk Attendant, Account/Finance Officer, Sales/Marketing Officer, Cashier, Computer Operator, Internet Expert, System Administrator, Bartender, Barman, Chefs (Chef de Partie, Commis Chef &amp; Sous Chef), Banquet Coordinator, Medical Officer(Nurse/Doctor), Language Translator/Interpreter, Safety Officer, Spa (Receptionist, Therapist &amp; Manager), Beauty Therapist, Cafe Attendant, Events Sales Coordinator, Security Supervisor, Security Officer, Housekeeping Supervisor, Head Housekeeper, Maintenance Technician (Electrical &amp; Mechanical), Maintenance Assistant, Conference &amp; Event Planner, Food &amp; Beverage Supervisor, Room Attendant, Lobby Executive &amp; Assistant, Store Keeper, DriverJOB TYPE: PermanentJOB STATUS: Full TimeJOB LOCATION: London, United Kingdom","Relocation EligibleDegree/Certification holder would be an added advantage.Minimum One (1) year working experience preferred.Computer skills (Microsoft Office - Excel and Word) would be an added advantage.Self-motivated and relationship-building abilities with co-workers.Goal-oriented with the ability to multi-task under pressure in fast-paced work environment.Hardworking, dynamic and positive.","SALARY AND BENEFITS: An attractive salary package depending on job position and level of experience will be offered to successful candidates. Competitive rates of pay, paid leave period and holidays, plus our company benefits which includes Employee Assistance Program (EAP), Pension Plan, Tuition Assistance, Health Insurance and Low Scheme Accommodation.",Full-time,Not Applicable,High School or equivalent,Hospitality,Customer Service
1,0,FN,2349,320,1,0,Accountant,"Bright Edge and Aptitude Staffing Solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!BrightEdge today is over 180 employees strong, and continuously growing. BrightEdge has over 8400 brands and 650 direct customers, and has lead the market in SEO innovation. The new headquarters reflect BrightEdge's growth and the maturity of the company, with a sleek and modern space in the heart of Silicon Valley.Stay tuned, as BrightEdge's story is only beginning. ","We are an innovative and fast growing internet technology company looking to add to our accounting team.  The Accountant will be responsible for maintaining various general ledger accounts as well as preparing and posting monthly journal entries. Additionally, this position requires someone to be familiar with analyzing the general ledger and financial statements.Responsibilities Prepare, record and analyze asset, liability, revenue, and expense entries and ensure accurate reporting on assigned accountsPerform account analysis and reconciliation on various general ledger accounts, including necessary follow up and adjustments.Resolve accounting discrepancies and irregularitiesReconcile monthly bank statements and monitor cash flowEnsure financial records are maintained in compliance with accepted policies and proceduresEnsure all financial reporting deadlines are metAssist with preparing tax returns and corporate reporting requirementsAssist with month end close.Assist with interim and annual audits to provide requested information.Assist in the preparation and filing of annual 1099Assist with ad hoc projects as requested.","Requirements BA degree in accounting or finance3-5 years accounting experience Experience with SAAS based ERP systems like Netsuite, Intaact, WKDY preferredStrong computer skills particularly ExcelExcellent customer service, communication, and interpersonal skillsOrganized, manages time well, and can handle multiple tasks at one timeAttention to detail, data integrity, and accuracyAbility to work with limited supervisionSelf-motivated and a quick learner",,Full-time,Associate,Bachelor's Degree,Accounting,Accounting/Auditing
1,0,FN,1018,140,2,5,Customer Assistant,,Job Description: We are looking for customer assistants who will work in our company. They should have at least 2 years experience in the post. It also provides training (2 weeks with paid wages). Now we have the opportunity to obtain contracts. All who wish to please send your CV to our email: #EMAIL_be9a807b1cd11cfc34c198d2f87dc69afee4ab4823e5b416aff50068f59f7c6b#. You will contact one of our managers.,"Skills/Qualifications:- Post-secondary education is required- Present yourself and conduct yourself to the highest professional standards.- Previous experience (2+ years) in Customer Service is required- Previous experience in a business-to-business environment is required.- Be diligent, execution oriented, and Results-oriented with a high energy level and positive attitude.- Have a strong sense of ownership and a healthy dislike of disorder- Perfect fluency in English is required. Additional languages are helpful.- Excellent communication skills, both written and verbal, are required",,Unknown,Unknown,Unknown,Unknown,Unknown
1,0,FN,1335,176,1,5,"Engineering Senior Supervisor, Livonia, MI",,"Responsible for leading a small team of engineers focused on the design and development of A-surface (in mold decorative, paint laser and etch) design and development projects. Provide technical expertise on surface decorating industry trends, customer styling and how it applies to products. Participate in customer presentations and design reviews. Manage technical materials requests. Propose materials (resins and lubricants) for BCS applications and set up of global surface, resin, and lubrication specifications. Evaluate applications for cost effective polymers and additives. Support the Global VAVE team in identifying alternate cost effective material recommendations. Consult with resin suppliers for VAVE alternatives. Research cost effective resins supplier’s for their automotive approvals and assist with information for approval of resins.","Bachelor degree in Engineering required. Chemical Engineering preferred. Minimum 10 years of related work experience. Prior supervisory experience required. Knowledgeable of Resins, Lubricants, In Mold Decorating, Paint Laser and Etch manufacturing processes, surface decorating industry trends, and customer styling. Must have excellent verbal and written communication skills. Willing to travel approximately 20% of time.",Salary:100K,Unknown,Unknown,Unknown,Unknown,Unknown
